TPD
1	 0.00018
2	 0.00111
3	 0.01763
4	 0.28972
5	 4.60621
6	 13.28899
7	 222.43114

QK
1	 0.00018
2	 0.00111
3	 0.01763
4	 0.28972
5	 10
6	 60
7	 500
