1	 0.00002
2	 0.00035
3	 0.00511
4	 0.08748
5	 1.37120
6	 22.26868
7	 383.96063
1	 0.00002
2	 0.00035
3	 0.00511
4	 0.08748
5	 1.37120
6	 22.26868
7	 383.96063
